,name,mana_cost,cmc,oracle_text,prices,set,rarity
2090,Caves of Koilos,_,0.0,{T}: Add {C}. {T}: Add {W} or {B}. This Card deals 1 damage to you.,0.28,dmu,2
2091,Urza's Mine,_,0.0,{T}: Add {C}. If you control an Urza's Power-Plant and an Urza's Tower  add {C}{C} instead.,1.73,2xm,0
2092,Mistvault Bridge,_,0.0,This Card enters the battlefield tapped. Indestructible {T}: Add {U} or {B}.,0.21,mh2,0
2093,Creeping Corrosion,{2}{G}{G},4.0,Destroy all artifacts.,0.28,mbs,2
2094,Vineglimmer Snarl,_,0.0,As This Card enters the battlefield  you may reveal a Forest or Island card from your hand. If you don't  This Card enters the battlefield tapped. {T}: Add {G} or {U}.,1.02,stx,2
2095,Gravity Well,{1}{G}{G},3.0,Whenever a creature with flying attacks  it loses flying until end of turn.,0.34,roe,1
2096,Cartouche of Ambition,{2}{B},3.0,Enchant creature you control When This Card enters the battlefield  you may put a -1/-1 counter on target creature. Enchanted creature gets +1/+1 and has lifelink.,0.04,akh,0
2097,Nemesis Mask,{3},3.0,All creatures able to block equipped creature do so. Equip {3} ({3}: Attach to target creature you control. Equip only as a sorcery. This card enters the battlefield unattached and stays on the battlefield if the creature leaves.),0.75,dst,1
2098,Negate,{1}{U},2.0,Counter target noncreature spell.,0.1,dmu,0
2099,Witness the End,{3}{B},4.0,Devoid (This card has no color.) Target opponent exiles two cards from their hand and loses 2 life.,0.03,ogw,0
2100,Mana Chains,{U},1.0,"Enchant creature Enchanted creature has ""Cumulative upkeep {1}."" (At the beginning of its controller's upkeep  that player puts an age counter on it  then sacrifices it unless they pay its upkeep cost for each age counter on it.)",0.12,wth,0
2101,Lavaclaw Reaches,_,0.0,"This Card enters the battlefield tapped. {T}: Add {B} or {R}. {1}{B}{R}: Until end of turn  This Card becomes a 2/2 black and red Elemental creature with ""{X}: This creature gets +X/+0 until end of turn."" It's still a land.",1.21,uma,2
2102,Wake the Past,{5}{R}{W},7.0,Return all artifact cards from your graveyard to the battlefield. They gain haste until end of turn.,0.28,c21,2
2103,Fall of the Thran,{5}{W},6.0,(As this Saga enters and after your draw step  add a lore counter. Sacrifice after III.) I — Destroy all lands. II  III — Each player returns two land cards from their graveyard to the battlefield.,0.17,dom,2
2104,Serra's Sanctum,_,0.0,{T}: Add {W} for each enchantment you control.,289.67,usg,2
2105,Baki's Curse,{2}{U}{U},4.0,This Card deals 2 damage to each creature for each Aura attached to that creature.,1.1,hml,2
2106,Confidence from Strength,{2}{G},3.0,Target creature gets +4/+4 and gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.),0.13,gs1,0
2107,Wolf Strike,{2}{G},3.0,Target creature you control gets +2/+0 until end of turn if it's night. Then it deals damage equal to its power to target creature you don't control.,0.03,vow,0
2108,Gate Smasher,{3},3.0,This Card can be attached only to a creature with toughness 4 or greater. Equipped creature gets +3/+0 and has trample. Equip {3},0.08,dtk,1
2109,Mind Spring,{X}{U}{U},2.0,Draw X cards.,0.28,c20,2
2110,Rush of Knowledge,{4}{U},5.0,Draw cards equal to the highest mana value among permanents you control.,0.24,2xm,1
2111,Dark Dabbling,{2}{B},3.0,Regenerate target creature. Draw a card. (The next time the creature would be destroyed this turn  it isn't. Instead tap it  remove all damage from it  and remove it from combat.) Spell mastery — If there are two or more instant and/or sorcery cards in your graveyard  also regenerate each other creature you control.,0.06,uma,0
2112,Flameshadow Conjuring,{3}{R},4.0,Whenever a nontoken creature enters the battlefield under your control  you may pay {R}. If you do  create a token that's a copy of that creature. That token gains haste. Exile it at the beginning of the next end step.,3.54,ori,2
2113,The World Tree,_,0.0,"This Card enters the battlefield tapped. {T}: Add {G}. As long as you control six or more lands  lands you control have ""{T}: Add one mana of any color."" {W}{W}{U}{U}{B}{B}{R}{R}{G}{G}  {T}  Sacrifice This Card: Search your library for any number of God cards  put them onto the battlefield  then shuffle.",4.82,khm,2
2114,Crushing Pain,{1}{R},2.0,This Card deals 6 damage to target creature that was dealt damage this turn.,0.12,chk,0
2115,Exotic Curse,{2}{B},3.0,Enchant creature Domain — Enchanted creature gets -1/-1 for each basic land type among lands you control.,0.1,dde,0
2116,Traitorous Greed,{3}{R},4.0,Gain control of target creature until end of turn. Untap that creature. It gains haste until end of turn. Add two mana of any one color. (The creature can attack and {T} this turn.),0.09,m21,1
2117,Wrath of God,{2}{W}{W},4.0,Destroy all creatures. They can't be regenerated.,5.21,2xm,2
2118,Ovalchase Dragster,{4},4.0,Trample  haste Crew 1 (Tap any number of creatures you control with total power 1 or more: This Vehicle becomes an artifact creature until end of turn.),0.13,kld,1
2119,Shackles of Treachery,{2}{R},3.0,"Gain control of target creature until end of turn. Untap that creature. Until end of turn  it gains haste and ""Whenever this creature deals damage  destroy target Equipment attached to it.""",0.02,khm,0
2120,Ghostfire,{2}{R},3.0,This Card is colorless. This Card deals 3 damage to any target.,0.1,ddt,0
2121,Infernal Offering,{4}{B},5.0,Choose an opponent. You and that player each sacrifice a creature. Each player who sacrificed a creature this way draws two cards. Choose an opponent. Return a creature card from your graveyard to the battlefield  then that player returns a creature card from their graveyard to the battlefield.,0.23,c21,2
2122,Army of Allah,{1}{W}{W},3.0,Attacking creatures get +2/+0 until end of turn.,26.28,arn,0
2123,Abundant Harvest,{G},1.0,Choose land or nonland. Reveal cards from the top of your library until you reveal a card of the chosen kind. Put that card into your hand and the rest on the bottom of your library in a random order.,0.01,mh2,0
2124,Seal of Fire,{R},1.0,Sacrifice This Card: It deals 2 damage to any target.,0.52,jvc,0
2125,Brittle Effigy,{1},1.0,{4}  {T}  Exile This Card: Exile target creature.,0.25,ddt,2
2126,Aura Fracture,{2}{W},3.0,Sacrifice a land: Destroy target enchantment.,0.21,pcy,0
2127,Necrogen Spellbomb,{1},1.0,{B}  Sacrifice This Card: Target player discards a card. {1}  Sacrifice This Card: Draw a card.,0.15,mrd,0
2128,Uphill Battle,{2}{R},3.0,Creatures played by your opponents enter the battlefield tapped.,0.37,mmq,1
2129,Flamekin Village,_,0.0,As This Card enters the battlefield  you may reveal an Elemental card from your hand. If you don't  This Card enters the battlefield tapped. {T}: Add {R}. {R}  {T}: Target creature gains haste until end of turn.,3.0,phed,2
2130,Reality Spasm,{X}{U}{U},2.0,Choose one — • Tap X target permanents. • Untap X target permanents.,0.59,roe,1
2131,Prahv,_,0.0,If you cast a spell this turn  you can't attack with creatures. If you attacked with creatures this turn  you can't cast spells. Whenever you roll {CHAOS}  you gain life equal to the number of cards in your hand.,2.13,opca,0
2132,Patch Up,{2}{W},3.0,Return up to three target creature cards with total mana value 3 or less from your graveyard to the battlefield.,0.1,snc,1
2133,Secret Rendezvous,{1}{W}{W},3.0,You and target opponent each draw three cards.,0.17,stx,1
2134,Growth Spiral,{G}{U},2.0,Draw a card. You may put a land card from your hand onto the battlefield.,0.29,dmc,0
2135,Mana Severance,{1}{U},2.0,Search your library for any number of land cards  exile them  then shuffle.,3.68,tmp,2
2136,Mourner's Shield,{4},4.0,Imprint — When This Card enters the battlefield  you may exile target card from a graveyard. {2}  {T}: Prevent all damage that would be dealt this turn by a source of your choice that shares a color with the exiled card.,0.1,mrd,1
2137,Starstorm,{X}{R}{R},2.0,This Card deals X damage to each creature. Cycling {3} ({3}  Discard this card: Draw a card.),0.23,nec,2
2138,Fanatical Devotion,{2}{W},3.0,Sacrifice a creature: Regenerate target creature.,0.76,nem,0
2139,Obscura Ascendancy,{W}{U}{B},3.0,Whenever you cast a spell  if its mana value is equal to 1 plus the number of soul counters on This Card  put a soul counter on This Card  then create a 2/2 white Spirit creature token with flying. As long as there are five or more soul counters on This Card  Spirits you control get +3/+3.,0.09,snc,2
2140,Boon of Safety,{W},1.0,Put a shield counter on target creature. (If it would be dealt damage or destroyed  remove a shield counter from it instead.) Scry 1.,0.09,snc,0
2141,Roiling Vortex,{1}{R},2.0,At the beginning of each player's upkeep  This Card deals 1 damage to them. Whenever a player casts a spell  if no mana was spent to cast that spell  This Card deals 5 damage to that player. {R}: Your opponents can't gain life this turn.,0.98,znr,2
2142,Final Flare,{2}{R},3.0,As an additional cost to cast this spell  sacrifice a creature or enchantment. This Card deals 5 damage to target creature.,0.01,thb,0
2143,Gift of the Gargantuan,{2}{G},3.0,Look at the top four cards of your library. You may reveal a creature card and/or a land card from among them and put the revealed cards into your hand. Put the rest on the bottom of your library in any order.,0.1,ala,0
2144,Expedite,{R},1.0,Target creature gains haste until end of turn. Draw a card.,0.22,cmr,0
2145,Salvaging Station,{6},6.0,{T}: Return target noncreature artifact card with mana value 1 or less from your graveyard to the battlefield. Whenever a creature dies  you may untap This Card.,1.21,5dn,2
2146,Price of Glory,{2}{R},3.0,Whenever a player taps a land for mana  if it's not that player's turn  destroy that land.,7.46,ody,1
2147,Rejuvenate,{3}{G},4.0,You gain 6 life. Cycling {2} ({2}  Discard this card: Draw a card.),0.1,usg,0
2148,Eyes of the Watcher,{2}{U},3.0,Whenever you cast an instant or sorcery spell  you may pay {1}. If you do  scry 2. (Look at the top two cards of your library  then put any number of them on the bottom of your library and the rest on top in any order.),0.21,5dn,1
2149,Primal Command,{3}{G}{G},5.0,Choose two — • Target player gains 7 life. • Put target noncreature permanent on top of its owner's library. • Target player shuffles their graveyard into their library. • Search your library for a creature card  reveal it  put it into your hand  then shuffle.,0.95,mm3,2
2150,Highland Forest,_,0.0,({T}: Add {R} or {G}.) This Card enters the battlefield tapped.,0.29,clb,0
2151,Seismic Strike,{2}{R},3.0,This Card deals damage to target creature equal to the number of Mountains you control.,0.09,m15,0
2152,Heraldic Banner,{3},3.0,As This Card enters the battlefield  choose a color. Creatures you control of the chosen color get +1/+0. {T}: Add one mana of the chosen color.,1.32,eld,1
2153,Dread Return,{2}{B}{B},4.0,Return target creature card from your graveyard to the battlefield. Flashback—Sacrifice three creatures. (You may cast this card from your graveyard for its flashback cost. Then exile it.),0.63,tsr,1
2154,Dragon Breath,{1}{R},2.0,Enchant creature Enchanted creature has haste. {R}: Enchanted creature gets +1/+0 until end of turn. When a creature with mana value 6 or greater enters the battlefield  you may return This Card from your graveyard to the battlefield attached to that creature.,0.18,bbd,1
2155,Access Denied,{3}{U}{U},5.0,Counter target spell. Create X 1/1 colorless Thopter artifact creature tokens with flying  where X is that spell's mana value.,0.4,nec,2
2156,Dissipation Field,{2}{U}{U},4.0,Whenever a permanent deals damage to you  return it to its owner's hand.,0.24,clb,2
2157,Gift of the Deity,{4}{B/G},5.0,Enchant creature As long as enchanted creature is black  it gets +1/+1 and has deathtouch. (Any amount of damage it deals to a creature is enough to destroy that creature.) As long as enchanted creature is green  it gets +1/+1 and all creatures able to block it do so.,0.18,eve,0
2158,Immersturm Skullcairn,_,0.0,This Card enters the battlefield tapped. {T}: Add {B}. {1}{B}{R}{R}  {T}  Sacrifice This Card: It deals 3 damage to target player. That player discards a card. Activate only as a sorcery.,0.06,khm,1
2159,Hyena Umbra,{W},1.0,Enchant creature Enchanted creature gets +1/+1 and has first strike. Totem armor (If enchanted creature would be destroyed  instead remove all damage from it and destroy this Aura.),0.14,2x2,0
