,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
2693,Gray Merchant of Asphodel,{3}{B}{B},5.0,When This Card enters the battlefield  each opponent loses X life  where X is your devotion to black. You gain life equal to the life lost this way. (Each {B} in the mana costs of permanents you control counts toward your devotion to black.),2.0,4.0,0.51,thb,1
2694,Huntmaster Liger,{3}{W},4.0,Mutate {2}{W} (If you cast this spell for its mutate cost  put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.) Whenever this creature mutates  other creatures you control get +X/+X until end of turn  where X is the number of times this creature has mutated.,3.0,4.0,0.08,iko,1
2695,Goblin Trailblazer,{1}{R},2.0,Menace (This creature can't be blocked except by two or more creatures.),2.0,1.0,0.02,cmr,0
2696,Delraich,{6}{B},7.0,You may sacrifice three black creatures rather than pay this spell's mana cost. Trample,6.0,6.0,0.96,mmq,2
2697,Chimney Imp,{4}{B},5.0,Flying When This Card dies  target opponent puts a card from their hand on top of their library.,1.0,2.0,0.08,mrd,0
2698,Venerable Kumo,{4}{G},5.0,Reach (This creature can block creatures with flying.) Soulshift 4 (When this creature dies  you may return target Spirit card with mana value 4 or less from your graveyard to your hand.),2.0,3.0,0.1,chk,0
2699,Fire Elemental,{3}{R}{R},5.0,_,5.0,4.0,0.01,m20,0
2700,Spiritmonger,{3}{B}{G},5.0,Whenever This Card deals damage to a creature  put a +1/+1 counter on This Card. {B}: Regenerate This Card. {G}: This Card becomes the color of your choice until end of turn.,6.0,6.0,0.17,ima,2
2701,"Felisa, Fang of Silverquill",{2}{W}{B},4.0,Flying Mentor (Whenever this creature attacks  put a +1/+1 counter on target attacking creature with lesser power.) Whenever a nontoken creature you control dies  if it had counters on it  create X tapped 2/1 white and black Inkling creature tokens with flying  where X is the number of counters it had on it.,3.0,2.0,0.34,clb,3
2702,Nadier's Nightblade,{2}{B},3.0,Whenever a token you control leaves the battlefield  each opponent loses 1 life and you gain 1 life.,1.0,3.0,1.46,cmr,1
2703,Sanguine Glorifier,{3}{W},4.0,When This Card enters the battlefield  put a +1/+1 counter on another target Vampire you control.,3.0,3.0,0.02,rix,0
2704,Turntimber Ranger,{3}{G}{G},5.0,Whenever This Card or another Ally enters the battlefield under your control  you may create a 2/2 green Wolf creature token. If you do  put a +1/+1 counter on This Card.,2.0,2.0,0.32,zen,2
2705,Veldrane of Sengir,{5}{B}{B},7.0,{1}{B}{B}: This Card gets -3/-0 and gains forestwalk until end of turn. (It can't be blocked as long as defending player controls a Forest.),5.0,5.0,1.04,hml,2
2706,Vampire Warlord,{4}{B},5.0,Sacrifice another creature: Regenerate This Card. (The next time this creature would be destroyed this turn  it isn't. Instead tap it  remove all damage from it  and remove it from combat.),4.0,2.0,0.08,m14,1
2707,Eager Construct,{2},2.0,When This Card enters the battlefield  each player may scry 1. (To scry 1  look at the top card of your library  then you may put that card on the bottom of your library.),2.0,2.0,0.02,2xm,0
2708,Paragon of Open Graves,{3}{B},4.0,Other black creatures you control get +1/+1. {2}{B}  {T}: Another target black creature you control gains deathtouch until end of turn. (Any amount of damage it deals to a creature is enough to destroy it.),2.0,2.0,0.24,m15,1
2709,Knight of the Reliquary,{1}{G}{W},3.0,This Card gets +1/+1 for each land card in your graveyard. {T}  Sacrifice a Forest or Plains: Search your library for a land card  put it onto the battlefield  then shuffle.,2.0,2.0,1.18,ima,2
2710,Exquisite Huntmaster,{3}{B},4.0,When This Card dies  create a 1/1 green Elf Warrior creature token. Encore {4}{B} ({4}{B}  Exile this card from your graveyard: For each opponent  create a token copy that attacks that opponent this turn if able. They gain haste. Sacrifice them at the beginning of the next end step. Activate only as a sorcery.),4.0,2.0,0.02,cmr,0
2711,Sphinx of Jwar Isle,{4}{U}{U},6.0,Flying Shroud (This creature can't be the target of spells or abilities.) You may look at the top card of your library any time.,5.0,5.0,0.12,c18,2
2712,Humongulus,{4}{U},5.0,Hexproof (This creature can't be the target of spells or abilities your opponents control.),2.0,5.0,0.01,rna,0
2713,"Kaho, Minamo Historian",{2}{U}{U},4.0,When This Card enters the battlefield  search your library for up to three instant cards  exile them  then shuffle. {X}  {T}: You may cast a spell with mana value X from among cards exiled with Kaho without paying its mana cost.,2.0,2.0,2.26,sok,2
2714,Goblin Fireslinger,{R},1.0,{T}: This Card deals 1 damage to target player or planeswalker.,1.0,1.0,0.13,mm2,0
2715,Underworld Charger,{2}{B},3.0,This Card can't block. Escape—{4}{B}  Exile three other cards from your graveyard. (You may cast this card from your graveyard for its escape cost.) This Card escapes with two +1/+1 counters on it.,3.0,3.0,0.02,thb,0
2716,Geode Rager,{4}{R}{R},6.0,First strike Landfall — Whenever a land enters the battlefield under your control  goad each creature target player controls. (Until your next turn  those creatures attack each combat if able and attack a player other than you if able.),4.0,3.0,0.27,clb,2
2717,Amrou Seekers,{2}{W},3.0,This Card can't be blocked except by artifact creatures and/or white creatures.,2.0,2.0,0.02,tsr,0
2718,Horizon Seed,{4}{W},5.0,Whenever you cast a Spirit or Arcane spell  regenerate target creature.,2.0,1.0,0.14,chk,1
2719,Eager Cadet,{W},1.0,_,1.0,1.0,0.23,9ed,0
2720,Monastery Mentor,{2}{W},3.0,Prowess (Whenever you cast a noncreature spell  this creature gets +1/+1 until end of turn.) Whenever you cast a noncreature spell  create a 1/1 white Monk creature token with prowess.,2.0,2.0,7.11,2x2,3
2721,Elder Gargaroth,{3}{G}{G},5.0,Vigilance  reach  trample Whenever This Card attacks or blocks  choose one — • Create a 3/3 green Beast creature token. • You gain 3 life. • Draw a card.,6.0,6.0,12.83,m21,3
2722,Charging Cinderhorn,{3}{R},4.0,Haste At the beginning of each player's end step  if no creatures attacked this turn  put a fury counter on This Card. Then This Card deals damage equal to the number of fury counters on it to that player.,4.0,2.0,0.26,c16,2
2723,Rampaging Monument,{4},4.0,Trample This Card enters the battlefield with three +1/+1 counters on it. Whenever you cast a multicolored spell  put a +1/+1 counter on This Card.,0.0,0.0,0.04,grn,1
2724,Bone Miser,{4}{B},5.0,Whenever you discard a creature card  create a 2/2 black Zombie creature token. Whenever you discard a land card  add {B}{B}. Whenever you discard a noncreature  nonland card  draw a card.,4.0,4.0,5.42,c19,2
2725,Goblin Warchief,{1}{R}{R},3.0,Goblin spells you cast cost {1} less to cast. Goblins you control have haste.,2.0,2.0,0.54,dom,1
2726,Domri's Nodorog,{3}{R}{G},5.0,Trample When This Card enters the battlefield  you may search your library and/or graveyard for a card named Domri  City Smasher  reveal it  and put it into your hand. If you search your library this way  shuffle.,5.0,2.0,0.19,rna,2
2727,Deadshot Minotaur,{3}{R}{G},5.0,When This Card enters the battlefield  it deals 3 damage to target creature with flying. Cycling {R/G} ({R/G}  Discard this card: Draw a card.),3.0,4.0,0.15,arb,0
2728,Pestilent Wolf,{1}{G},2.0,{2}{G}: This Card gains deathtouch until end of turn.,2.0,2.0,0.01,mid,0
2729,Magus of the Disk,{2}{W}{W},4.0,This Card enters the battlefield tapped. {1}  {T}: Destroy all artifacts  creatures  and enchantments.,2.0,4.0,0.2,c20,2
2730,Alley Grifters,{1}{B}{B},3.0,Whenever This Card becomes blocked  defending player discards a card.,2.0,2.0,0.12,mmq,0
2731,Spirit,_,0.0,_,2.0,2.0,0.78,twar,0
2732,Spike-Tailed Ceratops,{4}{G},5.0,This Card can block an additional creature each combat.,4.0,4.0,0.04,xln,0
2733,Empty-Shrine Kannushi,{W},1.0,This Card has protection from the colors of permanents you control.,1.0,1.0,0.23,bok,1
2734,Hunted Dragon,{3}{R}{R},5.0,Flying  haste When This Card enters the battlefield  target opponent creates three 2/2 white Knight creature tokens with first strike.,6.0,6.0,0.52,cm2,2
2735,Battle-Mad Ronin,{1}{R},2.0,Bushido 2 (Whenever this creature blocks or becomes blocked  it gets +2/+2 until end of turn.) This Card attacks each combat if able.,1.0,1.0,0.14,chk,0
2736,Jeskai Infiltrator,{2}{U},3.0,This Card can't be blocked as long as you control no other creatures. When This Card deals combat damage to a player  exile it and the top card of your library in a face-down pile  shuffle that pile  then manifest those cards. (To manifest a card  put it onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.),2.0,3.0,0.07,c18,2
2737,Balustrade Spy,{3}{B},4.0,Flying When This Card enters the battlefield  target player reveals cards from the top of their library until they reveal a land card  then puts those cards into their graveyard.,2.0,3.0,0.03,2x2,0
2738,Skull Prophet,{B}{G},2.0,{T}: Add {B} or {G}. {T}: Mill two cards.,3.0,1.0,0.64,iko,1
2739,Jolrael's Centaur,{1}{G}{G},3.0,Shroud (This creature can't be the target of spells or abilities.) Flanking (Whenever a creature without flanking blocks this creature  the blocking creature gets -1/-1 until end of turn.),2.0,2.0,0.13,mir,0
2740,Serra Redeemer,{3}{W}{W},5.0,Flying Whenever another creature with power 2 or less enters the battlefield under your control  put two +1/+1 counters on that creature.,2.0,4.0,0.37,dmu,2
2741,Emberwilde Augur,{1}{R},2.0,Sacrifice This Card: It deals 3 damage to target player or planeswalker. Activate only during your upkeep.,2.0,1.0,0.04,evg,0
2742,Barbary Apes,{1}{G},2.0,_,2.0,2.0,2.25,leg,0
2743,Keeper of the Nine Gales,{2}{U},3.0,Flying {T}  Tap two untapped Birds you control: Return target permanent to its owner's hand.,1.0,2.0,0.28,lgn,2
2744,Shaman of the Pack,{1}{B}{G},3.0,When This Card enters the battlefield  target opponent loses life equal to the number of Elves you control.,3.0,2.0,0.52,khc,1
2745,Spawn of Rix Maadi,{3}{B}{R},5.0,Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.),5.0,3.0,0.05,rtr,0
2746,Black Poplar Shaman,{2}{B},3.0,{2}{B}: Regenerate target Treefolk.,1.0,3.0,0.18,lrw,0
2747,Bassara Tower Archer,{G}{G},2.0,Hexproof  reach,2.0,1.0,0.22,jou,1
2748,Soltari Crusader,{2}{W},3.0,Shadow (This creature can block or be blocked by only creatures with shadow.) {1}{W}: This Card gets +1/+0 until end of turn.,2.0,1.0,0.25,tmp,1
2749,Thornmantle Striker,{4}{B},5.0,When This Card enters the battlefield  choose one — • Remove X counters from target permanent  where X is the number of Elves you control. • Target creature an opponent controls gets -X/-X until end of turn  where X is the number of Elves you control.,4.0,3.0,0.05,khm,1
2750,Celebrity Fencer,{3}{W},4.0,Alliance — Whenever another creature enters the battlefield under your control  put a +1/+1 counter on This Card.,3.0,2.0,0.01,snc,0
2751,Bala Ged Thief,{3}{B},4.0,Whenever This Card or another Ally enters the battlefield under your control  target player reveals a number of cards from their hand equal to the number of Allies you control. You choose one of them. That player discards that card.,2.0,2.0,0.19,zen,2
2752,Orcish Librarian,{1}{R},2.0,{R}  {T}: Look at the top eight cards of your library. Exile four of them at random  then put the rest on top of your library in any order.,1.0,1.0,0.25,tsb,5
2753,Syndicate Enforcer,{3}{B},4.0,Extort (Whenever you cast a spell  you may pay {W/B}. If you do  each opponent loses 1 life and you gain that much life.),3.0,2.0,0.08,gtc,0
2754,Disciple of Tevesh Szat,{2}{B}{B},4.0,{T}: Target creature gets -1/-1 until end of turn. {4}{B}{B}  {T}  Sacrifice This Card: Target creature gets -6/-6 until end of turn.,3.0,1.0,0.1,csp,0
2755,Empyrial Archangel,{4}{G}{W}{W}{U},8.0,Flying Shroud (This creature can't be the target of spells or abilities.) All damage that would be dealt to you is dealt to This Card instead.,5.0,8.0,0.2,2x2,2
2756,Spined Megalodon,{5}{U}{U},7.0,Hexproof (This creature can't be the target of spells or abilities your opponents control.) Whenever This Card attacks  scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),5.0,7.0,0.03,m21,0
2757,Master of Death,{1}{U}{B},3.0,When This Card enters the battlefield  surveil 2. At the beginning of your upkeep  if This Card is in your graveyard  you may pay 1 life. If you do  return it to your hand.,3.0,1.0,0.19,mh2,2
2758,Priest of Titania,{1}{G},2.0,{T}: Add {G} for each Elf on the battlefield.,1.0,1.0,7.61,cma,0
2759,Waker of Waves,{5}{U}{U},7.0,Creatures your opponents control get -1/-0. {1}{U}  Discard This Card: Look at the top two cards of your library. Put one of them into your hand and the other into your graveyard.,7.0,7.0,0.22,m21,1
2760,Benalish Commander,{3}{W},4.0,This Card's power and toughness are each equal to the number of Soldiers you control. Suspend X—{X}{W}{W}. X can't be 0. Whenever a time counter is removed from This Card while it's exiled  create a 1/1 white Soldier creature token.,4.0,4.0,0.22,tsr,2
2761,Haazda Marshal,{W},1.0,Whenever This Card and at least two other creatures attack  create a 1/1 white Soldier creature token with lifelink.,1.0,1.0,0.12,grn,1
2762,Wall of Roots,{1}{G},2.0,Defender Put a -0/-1 counter on This Card: Add {G}. Activate only once each turn.,0.0,5.0,0.33,ncc,0
2763,Lord of the Forsaken,{4}{B}{B},6.0,Flying  trample {B}  Sacrifice another creature: Target player mills three cards. Pay 1 life: Add {C}. Spend this mana only to cast a spell from your graveyard.,6.0,6.0,0.58,mid,3
2764,Deathspore Thallid,{1}{B},2.0,At the beginning of your upkeep  put a spore counter on This Card. Remove three spore counters from This Card: Create a 1/1 green Saproling creature token. Sacrifice a Saproling: Target creature gets -1/-1 until end of turn.,1.0,1.0,0.08,tsr,0
2765,Fog Bank,{1}{U},2.0,Defender  flying Prevent all combat damage that would be dealt to and dealt by This Card.,0.0,2.0,0.26,bbd,1
2766,Putrefax,{3}{G}{G},5.0,Trample  haste Infect (This creature deals damage to creatures in the form of -1/-1 counters and to players in the form of poison counters.) At the beginning of the end step  sacrifice This Card.,5.0,3.0,0.44,som,2
2767,Malakir Blood-Priest,{1}{B},2.0,When This Card enters the battlefield  each opponent loses X life and you gain X life  where X is the number of creatures in your party. (Your party consists of up to one each of Cleric  Rogue  Warrior  and Wizard.),2.0,1.0,0.07,clb,0
