,name,mana_cost,cmc,oracle_text,prices,set,rarity
1455,Protomatter Powder,{2}{U},3.0,{4}{W}  {T}  Sacrifice This Card: Return target artifact card from your graveyard to the battlefield.,0.08,ala,1
1456,Jace's Sanctum,{3}{U},4.0,Instant and sorcery spells you cast cost {1} less to cast. Whenever you cast an instant or sorcery spell  scry 1. (Look at the top card of your library. You may put that card on the bottom of your library.),1.19,c19,2
1457,Wine of Blood and Iron,{3},3.0,{4}: Target creature gets +X/+0 until end of turn  where X is its power. Sacrifice This Card at the beginning of the next end step.,0.49,sok,2
1458,Investigator's Journal,{2},2.0,This Card enters the battlefield with a number of suspect counters on it equal to the greatest number of creatures a player controls. {2}  {T}  Remove a suspect counter from This Card: Draw a card. {2}  Sacrifice This Card: Draw a card.,0.21,vow,2
1459,The Lost and the Damned,{1}{U}{R},3.0,Whenever a land enters the battlefield under your control from anywhere other than your hand or you cast a spell from anywhere other than your hand  create 3/3 red Spawn creature token.,1.05,40k,1
1460,Echoing Boon,_,0.0,Hidden agenda (Start the game with this conspiracy face down in the command zone and secretly choose a card name. You may turn this conspiracy face up any time and reveal that name.) Whenever you cast an instant or sorcery spell  if it targets a creature you control with the chosen name  you may copy that spell and may choose new targets for the copy.,0.07,cn2,1
1461,Break the Ice,{B}{B},2.0,"Destroy target land that is snow or could produce {C}. Overload {4}{B}{B} (You may cast this spell for its overload cost. If you do  change its text by replacing all instances of ""target"" with ""each."")",0.04,mh2,1
1462,Knighthood,{2}{W},3.0,Creatures you control have first strike.,0.25,7ed,1
1463,Tomb of the Spirit Dragon,_,0.0,{T}: Add {C}. {2}  {T}: You gain 1 life for each colorless creature you control.,0.28,ktk,1
1464,Wielding the Green Dragon,{1}{G},2.0,Target creature gets +4/+4 until end of turn.,8.08,ptk,0
1465,Howl of the Hunt,{2}{G},3.0,Flash Enchant creature When This Card enters the battlefield  if enchanted creature is a Wolf or Werewolf  untap that creature. Enchanted creature gets +2/+2 and has vigilance.,0.01,mid,0
1466,Kaya's Onslaught,{2}{W},3.0,Target creature gets +1/+1 and gains double strike until end of turn. Foretell {W} (During your turn  you may pay {2} and exile this card from your hand face down. Cast it on a later turn for its foretell cost.),0.06,khm,1
1467,Desert Sandstorm,{2}{R},3.0,This Card deals 1 damage to each creature.,5.65,ptk,0
1468,Ley Line,{3}{G},4.0,At the beginning of each player's upkeep  that player may put a +1/+1 counter on target creature of their choice.,0.20,mmq,1
1469,Thieves' Auction,{4}{R}{R}{R},7.0,Exile all nontoken permanents. Starting with you  each player chooses one of the exiled cards and puts it onto the battlefield tapped under their control. Repeat this process until all cards exiled this way have been chosen.,2.15,8ed,2
1470,Hidden Gibbons,{G},1.0,When an opponent casts an instant spell  if This Card is an enchantment  This Card becomes a 4/4 Ape creature.,0.90,ulg,2
1471,Strength in Numbers,{1}{G},2.0,Until end of turn  target creature gains trample and gets +X/+X  where X is the number of attacking creatures.,0.02,tsr,0
1472,You Look Upon the Tarrasque,{4}{G},5.0,Choose one — • Run and Hide — Prevent all combat damage that would be dealt to you and creatures you control this turn. • Gather Your Courage — Target creature gets +5/+5 and gains indestructible until end of turn. All creatures your opponents control able to block that creature this turn do so.,0.08,clb,1
1473,Grim Harvest,{1}{B},2.0,Return target creature card from your graveyard to your hand. Recover {2}{B} (When a creature is put into your graveyard from the battlefield  you may pay {2}{B}. If you do  return this card from your graveyard to your hand. Otherwise  exile this card.),0.22,csp,0
1474,Divine Offering,{1}{W},2.0,Destroy target artifact. You gain life equal to its mana value.,0.07,mbs,0
1475,Jeweled Lotus,{0},0.0,{T}  Sacrifice This Card: Add three mana of any one color. Spend this mana only to cast your commander.,103.83,cmr,3
1476,Reality Acid,{2}{U},3.0,Enchant permanent Vanishing 3 (This Aura enters the battlefield with three time counters on it. At the beginning of your upkeep  remove a time counter from it. When the last is removed  sacrifice it.) When This Card leaves the battlefield  enchanted permanent's controller sacrifices it.,0.10,tsr,0
1477,Great Wall,{2}{W},3.0,Creatures with plainswalk can be blocked as though they didn't have plainswalk.,2.95,leg,1
1478,Ancient Tomb,_,0.0,{T}: Add {C}{C}. This Card deals 2 damage to you.,62.90,uma,2
1479,Wave of Terror,{2}{B},3.0,Cumulative upkeep {1} (At the beginning of your upkeep  put an age counter on this permanent  then sacrifice it unless you pay its upkeep cost for each age counter on it.) At the beginning of your draw step  destroy each creature with mana value equal to the number of age counters on This Card. They can't be regenerated.,2.00,wth,2
1480,An Offer You Can't Refuse,{U},1.0,"Counter target noncreature spell. Its controller creates two Treasure tokens. (They're artifacts with ""{T}  Sacrifice this artifact: Add one mana of any color."")",1.86,snc,1
1481,Liliana's Scorn,{3}{B}{B},5.0,Destroy target creature. You may search your library and/or graveyard for a card named Liliana  Death Mage  reveal it  and put it into your hand. If you search your library this way  shuffle.,0.21,m21,2
1482,Favorable Winds,{1}{U},2.0,Creatures you control with flying get +1/+1.,0.54,gnt,1
1483,Strength from the Fallen,{1}{G},2.0,Constellation — Whenever This Card or another enchantment enters the battlefield under your control  target creature gets +X/+X until end of turn  where X is the number of creature cards in your graveyard.,0.09,jou,1
1484,Coursers' Accord,{4}{G}{W},6.0,Create a 3/3 green Centaur creature token  then populate. (Create a token that's a copy of a creature token you control.),0.06,rtr,0
1485,Valkyrie's Sword,{1}{W},2.0,When This Card enters the battlefield  you may pay {4}{W}. If you do  create a 4/4 white Angel Warrior creature token with flying and vigilance  then attach This Card to it. Equipped creature gets +2/+1. Equip {3},0.03,khm,1
1486,Nine Lives,{1}{W}{W},3.0,Hexproof If a source would deal damage to you  prevent that damage and put an incarnation counter on This Card. When there are nine or more incarnation counters on This Card  exile it. When This Card leaves the battlefield  you lose the game.,0.36,m21,2
1487,Marble Chalice,{2}{W},3.0,{T}: You gain 1 life.,0.09,ala,0
1488,Vow of Torment,{2}{B},3.0,Enchant creature Enchanted creature gets +2/+2  has menace  and can't attack you or planeswalkers you control. (It can't be blocked except by two or more creatures.),0.06,cmr,1
1489,Gavony,_,0.0,All creatures have vigilance. Whenever you roll {CHAOS}  creatures you control gain indestructible until end of turn.,1.50,opca,0
1490,Vernal Bloom,{3}{G},4.0,Whenever a Forest is tapped for mana  its controller adds an additional {G}.,5.64,8ed,2
1491,Jaded Response,{1}{U},2.0,Counter target spell if it shares a color with a creature you control.,0.15,apc,0
1492,String of Disappearances,{U},1.0,Return target creature to its owner's hand. Then that creature's controller may pay {U}{U}. If the player does  they may copy this spell and may choose a new target for that copy.,0.03,mh1,0
1493,Transmogrant Altar,{3},3.0,{B}  {T}  Sacrifice a creature: Add {C}{C}{C}. {2}  {T}  Sacrifice a creature: Create a 3/3 colorless Zombie artifact creature token. Activate only as a sorcery.,0.11,bro,1
1494,Evangelize,{4}{W},5.0,Buyback {2}{W}{W} (You may pay an additional {2}{W}{W} as you cast this spell. If you do  put this card into your hand as it resolves.) Gain control of target creature of an opponent's choice they control.,0.24,tsp,2
1495,Plow Under,{3}{G}{G},5.0,Put two target lands on top of their owners' libraries.,1.10,8ed,2
1496,Patriarch's Desire,{3}{B},4.0,Enchant creature Enchanted creature gets +2/-2. Threshold — Enchanted creature gets an additional +2/-2 as long as seven or more cards are in your graveyard.,0.07,ody,0
1497,Kaito's Pursuit,{2}{B},3.0,Target player discards two cards. Ninjas and Rogues you control gain menace until end of turn. (They can't be blocked except by two or more creatures.),0.02,neo,0
1498,Mossfire Valley,_,0.0,{1}  {T}: Add {R}{G}.,0.17,clb,2
1499,Structural Assault,{3}{R}{R},5.0,Destroy all artifacts  then This Card deals damage to each creature equal to the number of artifacts that were put into graveyards from the battlefield this turn.,0.13,snc,2
1500,Idyllic Grange,_,0.0,({T}: Add {W}.) This Card enters the battlefield tapped unless you control three or more other Plains. When This Card enters the battlefield untapped  put a +1/+1 counter on target creature you control.,0.11,eld,0
1501,Echo of Eons,{4}{U}{U},6.0,Each player shuffles their hand and graveyard into their library  then draws seven cards. Flashback {2}{U} (You may cast this card from your graveyard for its flashback cost. Then exile it.),12.21,mh1,3
1502,Dark Ascension Checklist,_,0.0,(You can mark this card to represent a double-faced card in your library or hand.) ☐ Loyal Cathar {W}{W} ☐ Soul Seizer {3}{U}{U} ☐ Chosen of Markov {2}{B} ☐ Ravenous Demon {3}{B}{B} ☐ Afflicted Deserter {3}{R} ☐ Hinterland Hermit {1}{R} ☐ Mondronen Shaman {3}{R} ☐ Lambholt Elder {2}{G} ☐ Scorned Villager {1}{G} ☐ Wolfbitten Captive {G} ☐ Huntmaster of the Fells {2}{R}{G} ☐ Chalice of Life {3} ☐ Elbrus  the Binding Blade {7},0.09,tdka,0
1503,Touch of the Eternal,{5}{W}{W},7.0,At the beginning of your upkeep  count the number of permanents you control. Your life total becomes that number.,0.12,m13,2
1504,Eloren Wilds,_,0.0,Whenever a player taps a permanent for mana  that player adds one mana of any type that permanent produced. Whenever you roll {CHAOS}  target player can't cast spells until a player planeswalks.,1.98,opca,0
1505,Monastery Siege,{2}{U},3.0,As This Card enters the battlefield  choose Khans or Dragons. • Khans — At the beginning of your draw step  draw an additional card  then discard a card. • Dragons — Spells your opponents cast that target you or a permanent you control cost {2} more to cast.,0.83,c17,2
1506,Blessing of Frost,{3}{G},4.0,Distribute X +1/+1 counters among any number of creatures you control  where X is the amount of {S} spent to cast this spell. Then draw a card for each creature you control with power 4 or greater.,0.16,khm,2
1507,Victimize,{2}{B},3.0,Choose two target creature cards in your graveyard. Sacrifice a creature. If you do  return the chosen cards to the battlefield tapped.,0.71,ncc,1
1508,Threats Undetected,{2}{G},3.0,Search your library for up to four creature cards with different powers and reveal them. An opponent chooses two of those cards. Shuffle the chosen cards into your library and put the rest into your hand.,0.43,dmu,2
1509,Scour from Existence,{7},7.0,Exile target permanent.,0.20,bfz,0
1510,Makeshift Munitions,{1}{R},2.0,{1}  Sacrifice an artifact or creature: This Card deals 1 damage to any target.,0.10,cmr,0
1511,Fling,{1}{R},2.0,As an additional cost to cast this spell  sacrifice a creature. This Card deals damage equal to the sacrificed creature's power to any target.,0.09,jmp,0
1513,Horobi's Whisper,{1}{B}{B},3.0,If you control a Swamp  destroy target nonblack creature. Splice onto Arcane—Exile four cards from your graveyard. (As you cast an Arcane spell  you may reveal this card from your hand and pay its splice cost. If you do  add this card's effects to that spell.),0.03,mma,1
1515,Chronatog Totem,{3},3.0,{T}: Add {U}. {1}{U}: This Card becomes a 1/2 blue Atog artifact creature until end of turn. {0}: This Card gets +3/+3 until end of turn. You skip your next turn. Activate only once each turn and only if This Card is a creature.,0.18,tsp,1
1516,Auntie's Hovel,_,0.0,As This Card enters the battlefield  you may reveal a Goblin card from your hand. If you don't  This Card enters the battlefield tapped. {T}: Add {B} or {R}.,24.26,lrw,2
