,name,mana_cost,cmc,oracle_text,power,toughness,prices,set,rarity
2907,Silhana Starfletcher,{2}{G},3.0,Reach (This creature can block creatures with flying.) As This Card enters the battlefield  choose a color. {T}: Add one mana of the chosen color.,1.0,3.0,0.11,gpt,0
2908,Knight of the Ebon Legion,{B},1.0,{2}{B}: This Card gets +3/+3 and gains deathtouch until end of turn. At the beginning of your end step  if a player lost 4 or more life this turn  put a +1/+1 counter on This Card. (Damage causes loss of life.),1.0,2.0,1.64,m20,2
2909,Underdark Basilisk,{1}{G},2.0,Deathtouch,1.0,2.0,0.06,afr,0
2910,Caller of the Pack,{5}{G}{G},7.0,Trample Myriad (Whenever this creature attacks  for each opponent other than defending player  you may create a token that's a copy of this creature that's tapped and attacking that player or a planeswalker they control. Exile the tokens at end of combat.),8.0,6.0,0.49,cma,1
2911,Jolting Merfolk,{2}{U}{U},4.0,Fading 4 (This creature enters the battlefield with four fade counters on it. At the beginning of your upkeep  remove a fade counter from it. If you can't  sacrifice it.) Remove a fade counter from This Card: Tap target creature.,2.0,2.0,0.13,nem,1
2912,Stratadon,{10},10.0,Domain — This spell costs {1} less to cast for each basic land type among lands you control. Trample,5.0,5.0,0.17,pls,1
2913,Skyclave Sentinel,{3},3.0,Kicker {4} (You may pay an additional {4} as you cast this spell.) Flying  defender If This Card was kicked  it enters the battlefield with two +1/+1 counters on it. As long as This Card has a +1/+1 counter on it  it can attack as though it didn't have defender.,2.0,3.0,0.02,znr,0
2914,Loyal Pegasus,{W},1.0,Flying This Card can't attack or block alone.,2.0,1.0,0.09,m20,1
2915,Mocking Doppelganger,{3}{U},4.0,"Flash You may have This Card enter the battlefield as a copy of a creature an opponent controls  except it has ""Other creatures with the same name as this creature are goaded."" (They attack each combat if able and attack a player other than you if able.)",0.0,0.0,0.34,clb,2
2916,Sacellum Archers,{2}{G},3.0,{R}{W}  {T}: This Card deals 2 damage to target attacking or blocking creature.,2.0,3.0,0.11,con,1
2917,Blind Phantasm,{2}{U},3.0,_,2.0,3.0,0.11,fut,0
2918,Armament Corps,{2}{W}{B}{G},5.0,When This Card enters the battlefield  distribute two +1/+1 counters among one or two target creatures you control.,4.0,4.0,0.03,ktk,1
2919,Brain Gorgers,{3}{B},4.0,When you cast this spell  any player may sacrifice a creature. If a player does  counter This Card. Madness {1}{B} (If you discard this card  discard it into exile. When you do  cast it for its madness cost or put it into your graveyard.),4.0,2.0,0.18,plc,0
2920,Bloodthirsty Adversary,{1}{R},2.0,Haste When This Card enters the battlefield  you may pay {2}{R} any number of times. When you pay this cost one or more times  put that many +1/+1 counters on This Card  then exile up to that many target instant and/or sorcery cards with mana value 3 or less from your graveyard and copy them. You may cast any number of the copies without paying their mana costs.,2.0,2.0,4.13,mid,3
2921,Serpent of the Endless Sea,{4}{U},5.0,This Card's power and toughness are each equal to the number of Islands you control. This Card can't attack unless defending player controls an Island.,4.0,4.0,0.11,m10,0
2922,Meloku the Clouded Mirror,{4}{U},5.0,Flying {1}  Return a land you control to its owner's hand: Create a 1/1 blue Illusion creature token with flying.,2.0,4.0,0.18,cmr,2
2923,Selhoff Entomber,{1}{U},2.0,{T}  Discard a creature card: Draw a card.,1.0,3.0,0.02,vow,0
2924,Assault Intercessor,{1}{W}{B},3.0,First strike  menace Chainsword — Whenever a creature an opponent controls dies  that player loses 2 life.,3.0,2.0,2.89,40k,2
2925,Perilous Shadow,{2}{B}{B},4.0,{1}{B}: This Card gets +2/+2 until end of turn.,0.0,4.0,0.05,rtr,0
2926,Drove of Elves,{3}{G},4.0,Hexproof This Card's power and toughness are each equal to the number of green permanents you control.,4.0,4.0,0.69,cma,1
2927,Splatter Thug,{2}{R},3.0,First strike Unleash (You may have this creature enter the battlefield with a +1/+1 counter on it. It can't block as long as it has a +1/+1 counter on it.),2.0,2.0,0.02,ima,0
2928,Scalding Devil,{1}{R},2.0,{2}{R}: This Card deals 1 damage to target player or planeswalker.,1.0,1.0,0.06,avr,0
2929,Dimir Spybug,{U}{B},2.0,Flying Menace (This creature can't be blocked except by two or more creatures.) Whenever you surveil  put a +1/+1 counter on This Card.,1.0,1.0,0.07,grn,1
2930,Hobgoblin Dragoon,{2}{R/W},3.0,Flying  first strike,1.0,2.0,0.17,eve,0
2931,Lurrus of the Dream-Den,{1}{W/B}{W/B},3.0,Companion — Each permanent card in your starting deck has mana value 2 or less. (If this card is your chosen companion  you may put it into your hand from outside the game for {3} any time you could cast a sorcery.) Lifelink During each of your turns  you may cast one permanent spell with mana value 2 or less from your graveyard.,3.0,2.0,1.46,iko,2
2932,Serpent Assassin,{3}{B}{B},5.0,When This Card enters the battlefield  you may destroy target nonblack creature.,2.0,2.0,1.84,por,2
2933,Rockcaster Platoon,{5}{W}{W},7.0,{4}{G}: This Card deals 2 damage to each creature with flying and each player.,5.0,7.0,0.07,ala,1
2934,Petrified Wood-Kin,{6}{G},7.0,This spell can't be countered. Bloodthirst X (This creature enters the battlefield with X +1/+1 counters on it  where X is the damage dealt to your opponents this turn.) Protection from instants,3.0,3.0,0.21,gpt,2
2935,Qarsi High Priest,{B},1.0,{1}{B}  {T}  Sacrifice another creature: Manifest the top card of your library. (Put that card onto the battlefield face down as a 2/2 creature. Turn it face up any time for its mana cost if it's a creature card.),0.0,2.0,0.07,frf,1
2936,Gryff Vanguard,{4}{U},5.0,Flying When This Card enters the battlefield  draw a card.,3.0,2.0,0.10,ddq,0
2937,Living Airship,{3}{U},4.0,Flying {2}{G}: Regenerate This Card.,2.0,3.0,0.08,apc,0
2938,Ancient Greenwarden,{4}{G}{G},6.0,Reach You may play lands from your graveyard. If a land entering the battlefield causes a triggered ability of a permanent you control to trigger  that ability triggers an additional time.,5.0,7.0,11.02,znr,3
2939,Pixie Illusionist,{U},1.0,Kicker {3}{G} (You may pay an additional {3}{G} as you cast this spell.) Flying If This Card was kicked  it enters the battlefield with two +1/+1 counters on it. {T}: Target land you control becomes the basic land type of your choice until end of turn.,1.0,1.0,0.02,dmu,0
2940,Llanowar Scout,{1}{G},2.0,{T}: You may put a land card from your hand onto the battlefield.,1.0,3.0,0.18,dom,0
2941,Stromkirk Occultist,{2}{R},3.0,Trample Whenever This Card deals combat damage to a player  exile the top card of your library. Until end of turn  you may play that card. Madness {1}{R} (If you discard this card  discard it into exile. When you do  cast it for its madness cost or put it into your graveyard.),3.0,2.0,0.13,voc,2
2942,Sphinx of New Prahv,{W}{W}{U}{U},4.0,Flying  vigilance Spells your opponents cast that target This Card cost {2} more to cast.,4.0,3.0,0.06,rna,1
2943,"Mishra, Tamer of Mak Fawa",{3}{B}{R},5.0,"Permanents you control have ""Ward—Sacrifice a permanent."" Each artifact card in your graveyard has unearth {1}{B}{R}. ({1}{B}{R}: Return the card from your graveyard to the battlefield. It gains haste. Exile it at the beginning of the next end step or if it would leave the battlefield. Unearth only as a sorcery.)",4.0,4.0,0.33,bro,2
2945,Rubblebelt Runner,{1}{R}{G},3.0,This Card can't be blocked by creature tokens.,3.0,3.0,0.02,rna,0
2946,Herald of Torment,{1}{B}{B},3.0,Bestow {3}{B}{B} (If you cast this card for its bestow cost  it's an Aura spell with enchant creature. It becomes a creature again if it's not attached to a creature.) Flying At the beginning of your upkeep  you lose 1 life. Enchanted creature gets +3/+3 and has flying.,3.0,3.0,0.17,bng,2
2947,Reflective Golem,{3},3.0,Whenever you cast an instant or sorcery spell that targets only This Card  you may pay {2}. If you do  copy that spell. You may choose new targets for the copy.,2.0,3.0,0.05,stx,1
2948,World Shaper,{3}{G},4.0,Whenever This Card attacks  you may mill three cards. When This Card dies  return all land cards from your graveyard to the battlefield tapped.,3.0,3.0,0.59,ncc,2
2949,Falkenrath Celebrants,{4}{R},5.0,"Menace (This creature can't be blocked except by two or more creatures.) When This Card enters the battlefield  create two Blood tokens. (They're artifacts with ""{1}  {T}  Discard a card  Sacrifice this artifact: Draw a card."")",4.0,4.0,0.01,vow,0
2950,Rimefeather Owl,{5}{U}{U},7.0,Flying This Card's power and toughness are each equal to the number of snow permanents on the battlefield. {1}{S}: Put an ice counter on target permanent. Permanents with ice counters on them are snow.,4.0,4.0,1.93,csp,2
2951,Immerwolf,{1}{R}{G},3.0,Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.) Each other creature you control that's a Wolf or a Werewolf gets +1/+1. Non-Human Werewolves you control can't transform.,2.0,2.0,1.46,dka,1
2952,Wakening Sun's Avatar,{5}{W}{W}{W},8.0,When This Card enters the battlefield  if you cast it from your hand  destroy all non-Dinosaur creatures.,7.0,7.0,8.05,xln,3
2953,Gelatinous Cube,{2}{B}{B},4.0,Engulf — When This Card enters the battlefield  exile target non-Ooze creature an opponent controls until This Card leaves the battlefield. Dissolve — {X}{B}: Put target creature card with mana value X exiled with This Card into its owner's graveyard.,4.0,3.0,0.23,afr,2
2954,Cephalid Illusionist,{1}{U},2.0,Whenever This Card becomes the target of a spell or ability  mill three cards. {2}{U}  {T}: Prevent all combat damage that would be dealt to and dealt by target creature you control this turn.,1.0,1.0,0.39,tor,1
2955,Incursion Specialist,{1}{U},2.0,Whenever you cast your second spell each turn  This Card gets +2/+0 until end of turn and can't be blocked this turn.,1.0,3.0,0.07,gtc,1
2956,Rishadan Airship,{2}{U},3.0,Flying This Card can block only creatures with flying.,3.0,1.0,0.05,jmp,0
2957,Angel of Sanctions,{3}{W}{W},5.0,Flying When This Card enters the battlefield  you may exile target nonland permanent an opponent controls until This Card leaves the battlefield. Embalm {5}{W} ({5}{W}  Exile this card from your graveyard: Create a token that's a copy of it  except it's a white Zombie Angel with no mana cost. Embalm only as a sorcery.),3.0,4.0,0.34,c19,3
2958,Moldgraf Monstrosity,{4}{G}{G}{G},7.0,Trample When This Card dies  exile it  then return two creature cards at random from your graveyard to the battlefield.,8.0,8.0,0.46,c18,2
2959,Stampede Driver,{G},1.0,{1}{G}  {T}  Discard a card: Creatures you control get +1/+1 and gain trample until end of turn.,1.0,1.0,0.08,a25,1
2960,Ronom Unicorn,{1}{W},2.0,Sacrifice This Card: Destroy target enchantment.,2.0,2.0,0.04,afc,0
2961,Leonin of the Lost Pride,{1}{W},2.0,When This Card dies  exile target card from an opponent's graveyard.,3.0,1.0,0.02,thb,0
2962,Serra Inquisitors,{4}{W},5.0,Whenever This Card blocks or becomes blocked by one or more black creatures  This Card gets +2/+0 until end of turn.,3.0,3.0,0.12,hml,1
2963,Teddy Bear,_,0.0,_,2.0,2.0,0.14,tunf,0
2964,Kraul Raider,{2}{B},3.0,Menace (This creature can't be blocked except by two or more creatures.),2.0,3.0,0.15,grn,0
2965,Precinct Captain,{W}{W},2.0,First strike Whenever This Card deals combat damage to a player  create a 1/1 white Soldier creature token.,2.0,2.0,0.35,e01,2
2966,Scholar of New Horizons,{1}{W},2.0,This Card enters the battlefield with a +1/+1 counter on it. {T}  Remove a counter from a permanent you control: Search your library for a Plains card and reveal it. If an opponent controls more lands than you  you may put that card onto the battlefield tapped. If you don't put the card onto the battlefield  put it into your hand. Then shuffle.,1.0,1.0,1.75,brc,2
2967,Slippery Scoundrel,{2}{U},3.0,Ascend (If you control ten or more permanents  you get the city's blessing for the rest of the game.) As long as you have the city's blessing  This Card has hexproof and can't be blocked.,2.0,2.0,0.23,rix,1
2968,Auratouched Mage,{5}{W},6.0,When This Card enters the battlefield  search your library for an Aura card that could enchant it. If This Card is still on the battlefield  put that Aura card onto the battlefield attached to it. Otherwise  reveal the Aura card and put it into your hand. Then shuffle.,3.0,3.0,0.26,pca,1
2970,Spark Trooper,{1}{R}{R}{W},4.0,Trample  lifelink  haste At the beginning of the end step  sacrifice This Card.,6.0,1.0,0.21,gtc,2
2971,Spined Fluke,{2}{B},3.0,When This Card enters the battlefield  sacrifice a creature. {B}: Regenerate This Card.,5.0,1.0,0.22,usg,1
2972,Somber Hoverguard,{5}{U},6.0,Affinity for artifacts (This spell costs {1} less to cast for each artifact you control.) Flying,3.0,2.0,0.05,mm2,0
2973,Nyxathid,{1}{B}{B},3.0,As This Card enters the battlefield  choose an opponent. This Card gets -1/-1 for each card in the chosen player's hand.,7.0,7.0,0.14,jmp,2
2974,Thrull,_,0.0,_,0.0,1.0,1.45,tdvd,0
2975,Deceiver Exarch,{2}{U},3.0,Flash (You may cast this spell any time you could cast an instant.) When This Card enters the battlefield  choose one — • Untap target permanent you control. • Tap target permanent an opponent controls.,1.0,4.0,0.25,cma,1
2976,Manaforge Cinder,{B/R},1.0,{1}: Add {B} or {R}. Activate no more than three times each turn.,1.0,1.0,0.20,shm,0
2977,Earth Elemental,{3}{R}{R},5.0,_,4.0,5.0,0.05,bbd,0
2978,Dominator Drone,{2}{B},3.0,Devoid (This card has no color.) Ingest (Whenever this creature deals combat damage to a player  that player exiles the top card of their library.) When This Card enters the battlefield  if you control another colorless creature  each opponent loses 2 life.,3.0,2.0,0.09,bfz,0
2979,Frillscare Mentor,{2}{R},3.0,When This Card enters the battlefield  put a menace counter on target non-Human creature you control. (It can't be blocked except by two or more creatures.) {2}{R}  {T}: Put a +1/+1 counter on each creature you control with menace.,3.0,2.0,0.02,iko,1
2980,Amaranthine Wall,{4},4.0,"Defender {2}: This Card gains indestructible until end of turn. (Damage and effects that say ""destroy"" don't destroy it.)",0.0,6.0,0.19,dom,1
2981,Miner's Bane,{4}{R}{R},6.0,{2}{R}: This Card gets +1/+0 and gains trample until end of turn. (It can deal excess combat damage to the player or planeswalker it's attacking.),6.0,3.0,0.03,m15,0
2982,Thrull Wizard,{2}{B},3.0,{1}{B}: Counter target black spell unless that spell's controller pays {B} or {3}.,1.0,1.0,0.15,fem,1
2983,Deputy of Acquittals,{W}{U},2.0,Flash (You may cast this spell any time you could cast an instant.) When This Card enters the battlefield  you may return another target creature you control to its owner's hand.,2.0,2.0,0.06,mm3,0
2984,Spikeshot Goblin,{2}{R},3.0,{R}  {T}: This Card deals damage equal to its power to any target.,1.0,2.0,0.15,a25,1
2985,"Strefan, Maurer Progenitor",{2}{B}{R},4.0,Flying At the beginning of your end step  create a Blood token for each player who lost life this turn. Whenever Strefan attacks  you may sacrifice two Blood tokens. If you do  you may put a Vampire card from your hand onto the battlefield tapped and attacking. It gains indestructible until end of turn.,3.0,2.0,0.65,voc,3
